json_obj,Post,threads
"{'author': {}, 'comments': ['Thanks, California legislators for shutting down San Onofre, and making it nearly impossible to build any more power plants in our state. Arizona or Nevada don’t seem to have these problems.', 'The predictable result of privatized utilities.'], 'id': '2fe8fa18d97a3f5de5e05d2694aa189b', 'post': ['Much like two decades ago, when it faced rolling blackouts, the Golden State has to buy sizable volumes of electricity on the spot market—this time as solar power fades out.']}","Much like two decades ago, when it faced rolling blackouts, the Golden State has to buy sizable volumes of electricity on the spot market—this time as solar power fades out.","Thanks, California legislators for shutting down San Onofre, and making it nearly impossible to build any more power plants in our state. Arizona or Nevada don’t seem to have these problems. The predictable result of privatized utilities."
"{'author': {}, 'comments': [""It's a one-two punch here with This. Brilliant insight."", 'Here’s a one two punch!'], 'id': '8ef4976425a24843956ce7af5cd97746', 'post': ['“It’s a one-two punch here with this,” said Joel Cline, tropical program coordinator with the NOAA’s National Weather Service. “You wouldn’t have any time for repairs.”']}","“It’s a one-two punch here with this,” said Joel Cline, tropical program coordinator with the NOAA’s National Weather Service. “You wouldn’t have any time for repairs.”",It's a one-two punch here with This. Brilliant insight. Here’s a one two punch!
"{'author': {}, 'comments': ['Manhattan has been so absurdly overpriced for so long, it just needed a good kick to start the inevitable tumble. It happened to be COVID, but even without the virus this was going to happen soon, though perhaps less quickly.', 'Amazing the damage one mayor can do'], 'id': '7b8620188c3c5e90462726d73bd71a9a', 'post': ['The numbers are unprecedented: Between March 23 and August 16, sales of Manhattan homes were off 56% year-over-year. For properties priced at $4 million or above, sales were down about 67%.']}","The numbers are unprecedented: Between March 23 and August 16, sales of Manhattan homes were off 56% year-over-year. For properties priced at $4 million or above, sales were down about 67%.","Manhattan has been so absurdly overpriced for so long, it just needed a good kick to start the inevitable tumble. It happened to be COVID, but even without the virus this was going to happen soon, though perhaps less quickly. Amazing the damage one mayor can do"
"{'author': {}, 'comments': ['Trump tax cuts fueled the government debt, the pandemic just exposed it. Thanks again trump street journal. Oh look, a blatant act of journalism:https://www.forbes.com/.../trumps-deficits-are-racing.../', 'Better put Clinton back in office since that was the last time we didn’t have a national debt 🤪'], 'id': '8bb70da924970e55f5075467625be604', 'post': ['As countries world-wide boost spending to battle the new coronavirus, government debt has soared to levels not seen since World War II.']}","As countries world-wide boost spending to battle the new coronavirus, government debt has soared to levels not seen since World War II.","Trump tax cuts fueled the government debt, the pandemic just exposed it. Thanks again trump street journal. Oh look, a blatant act of journalism:https://www.forbes.com/.../trumps-deficits-are-racing.../ Better put Clinton back in office since that was the last time we didn’t have a national debt 🤪"
"{'author': {}, 'comments': ['Last time i check it wasn\'t the left marching and chanting ""they will not replace us."" Who is hyper focused on race?', 'Say the white folks who take their race for granted every day.'], 'id': 'aa98c79de42ce8169150ceaa8c50877c', 'post': ['From WSJ Opinion: To understand the unintended effects of the left’s hyper-focus on race, look no further than Yale’s affirmative-action practices, writes Gerard Baker.']}","From WSJ Opinion: To understand the unintended effects of the left’s hyper-focus on race, look no further than Yale’s affirmative-action practices, writes Gerard Baker.","Last time i check it wasn't the left marching and chanting ""they will not replace us."" Who is hyper focused on race? Say the white folks who take their race for granted every day."
"{'author': {}, 'comments': ['Does the knight mind being sold with the house?  I would mind!', 'Anne, look!'], 'id': '161777e3702d598355214d656835caa3', 'post': ['Cothay Manor, which sits on almost 40 acres of grounds and has been featured in films and television, is for sale with Knight Frank for offers over $6.55 million.']}","Cothay Manor, which sits on almost 40 acres of grounds and has been featured in films and television, is for sale with Knight Frank for offers over $6.55 million.","Does the knight mind being sold with the house?  I would mind! Anne, look!"
"{'author': {}, 'comments': ['NY is a disaster run by Democrats right now so..', ""I'm surprised they could find 6 that would want to be seen there.""], 'id': 'e38ba5da20de99f82c608e4348f51fbb', 'post': ['A delegation of hundreds of New York Republicans hoping to cheer in person President Trump’s nomination for a second term has been reduced to just six people.']}",A delegation of hundreds of New York Republicans hoping to cheer in person President Trump’s nomination for a second term has been reduced to just six people.,NY is a disaster run by Democrats right now so.. I'm surprised they could find 6 that would want to be seen there.
"{'author': {}, 'comments': ['move from the inequal distribution of the mammon of unrighteousness to the equal distribution of manna the first hint of the sabbath in exodus'], 'id': '8eaf53ece8970aec858e7dee808135f0', 'post': ['""Sharing with the poor means mutual enrichment. And, if there are unhealthy social structures that prevent them from dreaming of the future, we must work together to heal them, to change them.""']}","""Sharing with the poor means mutual enrichment. And, if there are unhealthy social structures that prevent them from dreaming of the future, we must work together to heal them, to change them.""",move from the inequal distribution of the mammon of unrighteousness to the equal distribution of manna the first hint of the sabbath in exodus
"{'author': {}, 'comments': ['A prophet a pastor protector and friend to the poor  the indigenous the land, a holy man. Peace megan'], 'id': '9974f3ad4dbafd1ff073c807d7947d2d', 'post': ['Brazilian Authorities wanted Casaldáliga expelled from country for denouncing corruption and oppression of poor and indigenous people.']}",Brazilian Authorities wanted Casaldáliga expelled from country for denouncing corruption and oppression of poor and indigenous people.,"A prophet a pastor protector and friend to the poor  the indigenous the land, a holy man. Peace megan"
"{'author': {}, 'comments': [""Much thank, i don't understand it coz i am starting to learn about liberation theology class now if you have more information u can share to me. I really need it."", 'There is Aloysius Pieris\' book, An Asian Theology of Liberation. It questions obsession with ""the two Karls"" as found in Latin American theologies. https://www.amazon.com/Asian-Theology.../dp/0567291588'], 'id': 'f129b98c250b3474d4d8c0a3c28e4731', 'post': ['Can you Please explain me about liberation theology in AsiaCan you Please explain me about liberation theology in Asia']}",Can you Please explain me about liberation theology in AsiaCan you Please explain me about liberation theology in Asia,"Much thank, i don't understand it coz i am starting to learn about liberation theology class now if you have more information u can share to me. I really need it. There is Aloysius Pieris' book, An Asian Theology of Liberation. It questions obsession with ""the two Karls"" as found in Latin American theologies. https://www.amazon.com/Asian-Theology.../dp/0567291588"
"{'author': {}, 'comments': ['Requiescat in pace', 'RIP'], 'id': 'be988b65955d2ef308474dc225b8bd9b', 'post': ['Sad news.']}",Sad news.,Requiescat in pace RIP
"{'author': {}, 'comments': ['Acts 4:32', 'all the rich people in the bible were rich slave owners. you put emphasis on them you make Jesus irrelavent.'], 'id': 'c8669532eb300bb759ca563a0ea037a7', 'post': ['Greed... Just a few scriptures to remind us what God says in the Holy Bible about greed.   1 Timothy 6:9(ESV) ""But those who desire to be rich fall into temptation, into a snare, into many  senseless and harmful desires that plunge people into ruin and destruction.""... Ecclesiastes 5:10 (NIV) ""Whoever loves money never has enough; whoever loves wealth is never  satisfied with their income. This too is meaningless."" Matthew 19:24 (NLT) ""I\'ll say it again--it is easier for a camel to go through the eye of a needle  than for a rich person to enter the Kingdom of God!"" Money is power, influence, and overall wealth. Don\'t become so enamored with the possibilities money offers that you lose sight of what is truly important. 1 Corinthians 6:10 says that the greedy will not inherit the kingdom of God. Don\'t trade in your eternal blessing for temporary wealth. Hebrews 13:5 (NIV) ""Keep your lives free from the love of money and be content with what you  have, because God has said, \'Never will I leave you; never will I forsake you.\'"" 2 Corinthians 9:7 (NIV) ""Each of you should give what you have decided in your heart to give, not  reluctantly or under compulsion, for God loves a cheerful giver."" Avoid greed by giving to others.  Since God has blessed you now be a blessing to someone else. See More']}","Greed... Just a few scriptures to remind us what God says in the Holy Bible about greed.   1 Timothy 6:9(ESV) ""But those who desire to be rich fall into temptation, into a snare, into many  senseless and harmful desires that plunge people into ruin and destruction.""... Ecclesiastes 5:10 (NIV) ""Whoever loves money never has enough; whoever loves wealth is never  satisfied with their income. This too is meaningless."" Matthew 19:24 (NLT) ""I'll say it again--it is easier for a camel to go through the eye of a needle  than for a rich person to enter the Kingdom of God!"" Money is power, influence, and overall wealth. Don't become so enamored with the possibilities money offers that you lose sight of what is truly important. 1 Corinthians 6:10 says that the greedy will not inherit the kingdom of God. Don't trade in your eternal blessing for temporary wealth. Hebrews 13:5 (NIV) ""Keep your lives free from the love of money and be content with what you  have, because God has said, 'Never will I leave you; never will I forsake you.'"" 2 Corinthians 9:7 (NIV) ""Each of you should give what you have decided in your heart to give, not  reluctantly or under compulsion, for God loves a cheerful giver."" Avoid greed by giving to others.  Since God has blessed you now be a blessing to someone else. See More",Acts 4:32 all the rich people in the bible were rich slave owners. you put emphasis on them you make Jesus irrelavent.
"{'author': {}, 'comments': ['LINK TO AMAZON PRIME https://www.amazon.com/Romero.../dp/B07HYS1PNX/ref=sr_1_1...', 'A NON AMAZON LINK WHERE THE FILM IS AVAILABLE https://tubitv.com/movies/472174/romero_collectors_edition'], 'id': 'bfe696693b788935de57f0d12da492fb', 'post': [""AUGUST 15, 1917:  THE BIRTH OF ONE OF THE WORLD'S GREATEST INSPIRATIONS, OSCAR ROMERO The inspiration of the transformation of Oscar Romero is not just for those who embrace liberation theology.  To give thanks for his birth and continued presence in spite of his brutal murder while giving mass in 1980, watch the movie Romero, based on serious research about his life as a priest. Check out this trailer and see Comment Section for 2 links to the full movie that is free to watc...h for Amazon Prime members, and an article about last week's killing of the rector of the rector of the St. Óscar Romero Seminary in Santiago de María, El Salvador.https://www.youtube.com/watch?v=JWzZ80vt4Bo&list=PLKngRxe2rfy6jiUH7L_a1U63B4guprnA- See More""]}","AUGUST 15, 1917:  THE BIRTH OF ONE OF THE WORLD'S GREATEST INSPIRATIONS, OSCAR ROMERO The inspiration of the transformation of Oscar Romero is not just for those who embrace liberation theology.  To give thanks for his birth and continued presence in spite of his brutal murder while giving mass in 1980, watch the movie Romero, based on serious research about his life as a priest. Check out this trailer and see Comment Section for 2 links to the full movie that is free to watc...h for Amazon Prime members, and an article about last week's killing of the rector of the rector of the St. Óscar Romero Seminary in Santiago de María, El Salvador.https://www.youtube.com/watch?v=JWzZ80vt4Bo&list=PLKngRxe2rfy6jiUH7L_a1U63B4guprnA- See More",LINK TO AMAZON PRIME https://www.amazon.com/Romero.../dp/B07HYS1PNX/ref=sr_1_1... A NON AMAZON LINK WHERE THE FILM IS AVAILABLE https://tubitv.com/movies/472174/romero_collectors_edition
"{'author': {}, 'comments': ['HEROES', 'Phil P Stearns Gage Jr.'], 'id': 'cf4b77c718312fc2539d30ae60bbef44', 'post': ['Today we commemorate two martyrs of the Nazi Yoke, St. Teresa Benedicta of the Cross (Jewish philosopher Edith Stein), and Franz Jägerstätter, an Austrian conscientous objector, both cruelly executed by Hitler\'s vile regime. It is a commemoration very relevant to America today, beseiged as she is, in the Trump-led GOP death-cult, by an evil uncannily like unto that which spread throughout Germany on the 1930s and ended with millions of deaths, and which has already seen right... here the caging of tens of thousands in concentration camps, a vast unleashing of white supremacist violence both state-sponsored and privately led, federal secret police deployed against the citizenry, and a significant portion of the Church forsaking the incorruptible God in favor of Mammon, White Jesus, and the Invisible Hand. Ora pro nobis. «As a child of the Jewish people who, by the grace of God, for the past eleven years has also been a child of the Catholic Church, I dare to speak to the Father of Christianity about that which oppresses millions of Germans. For weeks we have seen deeds perpetrated in Germany which mock any sense of justice and humanity, not to mention love of neighbor. For years the leaders of National Socialism have been preaching hatred of the Jews. But the responsibility must fall, after all, on those who brought them to this point and it also falls on those who keep silent in the face of such happenings. Everything that happened and continues to happen on a daily basis originates with a government that calls itself ""Christian."" For weeks not only Jews but also thousands of faithful Catholics in Germany, and, I believe, all over the world, have been waiting and hoping for the Church of Christ to raise its voice to put a stop to this abuse of Christ’s name.» – St. Teresa Benedicta of the Cross READ: St. Teresa Benedicta of the Cross https://ninthstation.blogspot.com/2018/08/st.html READ: Franz Jägerstätter: a solitary witness (Jim Forest) https://jimandnancyforest.com/2008/09/jagerstatter/ See More']}","Today we commemorate two martyrs of the Nazi Yoke, St. Teresa Benedicta of the Cross (Jewish philosopher Edith Stein), and Franz Jägerstätter, an Austrian conscientous objector, both cruelly executed by Hitler's vile regime. It is a commemoration very relevant to America today, beseiged as she is, in the Trump-led GOP death-cult, by an evil uncannily like unto that which spread throughout Germany on the 1930s and ended with millions of deaths, and which has already seen right... here the caging of tens of thousands in concentration camps, a vast unleashing of white supremacist violence both state-sponsored and privately led, federal secret police deployed against the citizenry, and a significant portion of the Church forsaking the incorruptible God in favor of Mammon, White Jesus, and the Invisible Hand. Ora pro nobis. «As a child of the Jewish people who, by the grace of God, for the past eleven years has also been a child of the Catholic Church, I dare to speak to the Father of Christianity about that which oppresses millions of Germans. For weeks we have seen deeds perpetrated in Germany which mock any sense of justice and humanity, not to mention love of neighbor. For years the leaders of National Socialism have been preaching hatred of the Jews. But the responsibility must fall, after all, on those who brought them to this point and it also falls on those who keep silent in the face of such happenings. Everything that happened and continues to happen on a daily basis originates with a government that calls itself ""Christian."" For weeks not only Jews but also thousands of faithful Catholics in Germany, and, I believe, all over the world, have been waiting and hoping for the Church of Christ to raise its voice to put a stop to this abuse of Christ’s name.» – St. Teresa Benedicta of the Cross READ: St. Teresa Benedicta of the Cross https://ninthstation.blogspot.com/2018/08/st.html READ: Franz Jägerstätter: a solitary witness (Jim Forest) https://jimandnancyforest.com/2008/09/jagerstatter/ See More",HEROES Phil P Stearns Gage Jr.
"{'author': {}, 'comments': ['Gonna be a fun 70 days'], 'id': '5d2450162b07ad1189560950df27feeb', 'post': ['Note: because of some fake news about Kamala Harris wanting to confiscate guns, which involved a ridiculous ""hypothetical quote"" that passed as truth, I assure you these are purely hypothetical, ironic quotes. Given that American politics can be a weird house of mirrors, this will go one of three ways: 1. The correct response: ""No, defunding the police isn\'t about the austerity mindset of reducing federal spending in general, it\'s about reallocating the funds used to hire off...icers and militarize departments, toward social work and civilian first responders."" 2. Centrist Democrats/Biden Republicans: ""Trump is really the one making us less safe. I love our police.""  3. The right-wing TikTokers/""Black Voices for Trump"" crowd: ""Checkmate. Biden is racist, but Trump will reduce the money available to hire cops, and I\'ll conveniently agree cops are bad. Remember those ""opportunity zones"" and lower unemployment."" See More']}","Note: because of some fake news about Kamala Harris wanting to confiscate guns, which involved a ridiculous ""hypothetical quote"" that passed as truth, I assure you these are purely hypothetical, ironic quotes. Given that American politics can be a weird house of mirrors, this will go one of three ways: 1. The correct response: ""No, defunding the police isn't about the austerity mindset of reducing federal spending in general, it's about reallocating the funds used to hire off...icers and militarize departments, toward social work and civilian first responders."" 2. Centrist Democrats/Biden Republicans: ""Trump is really the one making us less safe. I love our police.""  3. The right-wing TikTokers/""Black Voices for Trump"" crowd: ""Checkmate. Biden is racist, but Trump will reduce the money available to hire cops, and I'll conveniently agree cops are bad. Remember those ""opportunity zones"" and lower unemployment."" See More",Gonna be a fun 70 days
"{'author': {}, 'comments': ['Me and Emily Anne were there Friday night! 😱'], 'id': '2f2f5f2285a6f8776d1654de42799260', 'post': ['Had an excellent time at @stellwagenbeer  in Marshfield, MA! @ Stellwagen Beer Company']}","Had an excellent time at @stellwagenbeer  in Marshfield, MA! @ Stellwagen Beer Company",Me and Emily Anne were there Friday night! 😱
"{'author': {}, 'comments': ['Still looking sharp', 'Cute old guy.', 'Happy Birthday handsome!! Thank you for your service!'], 'id': 'b2b8de164e582b08af4673696b64cac5', 'post': ['Here is a Great American, notice he was Army!']}","Here is a Great American, notice he was Army!",Still looking sharp Cute old guy. Happy Birthday handsome!! Thank you for your service!
"{'author': {}, 'comments': ['This show is proof that society peaked in 1998', 'I remember that!'], 'id': '767806894a4be4bd56e69c753f52d30e', 'post': ['Ally Morcom Joe Popp Remember how much we loved watching this show weeknights at 6?  Ah, good times.']}","Ally Morcom Joe Popp Remember how much we loved watching this show weeknights at 6?  Ah, good times.",This show is proof that society peaked in 1998 I remember that!
"{'author': {}, 'comments': ['Europe united undefeated!', 'u meaning they have not been doing so ?'], 'id': 'ae1cd078f62dda3b26b83afece8f0dc1', 'post': ['“Instead of looking to an American ally that has grown abusive under Trump or to an increasingly aggressive China for global leadership, European leaders are finding they have to look to Europe,” writes Max Bergmann']}","“Instead of looking to an American ally that has grown abusive under Trump or to an increasingly aggressive China for global leadership, European leaders are finding they have to look to Europe,” writes Max Bergmann",Europe united undefeated! u meaning they have not been doing so ?
"{'author': {}, 'comments': ['This paper describes the relationship between religion and socio-economical status in various nations. The author’s insight is fascinating. This main claim is the influence of religion will decrease along with economic development and prosperity of soc…See More'], 'id': 'a90c7ba814413381a67b62fbd6438b62', 'post': ['Since 2007, there has been a remarkably sharp trend away from religion, Ronald F. Inglehart writes. Why is this shift happening?']}","Since 2007, there has been a remarkably sharp trend away from religion, Ronald F. Inglehart writes. Why is this shift happening?",This paper describes the relationship between religion and socio-economical status in various nations. The author’s insight is fascinating. This main claim is the influence of religion will decrease along with economic development and prosperity of soc…See More
"{'author': {}, 'comments': ['Because Trump chose to make America for Americans and not force useless democracy on other countries, you hate him...see what Obama has done to a once prosperous Nigeria by forcing an imbecile on the people. The result is the worst undemocratic person …See More', 'You mean invade more countries, have more revolutions of color, impose more sanctions, overthrow more governments, meddle in more elections, etc. All for democracy of course.'], 'id': 'e05cd04584f081aadd321ad55003efe7', 'post': ['Ben Rhodes considers how a President Biden could turn the defeat of Trump into an opportunity to renew American democracy at home and to provide momentum for a democratic renewal around the world:']}",Ben Rhodes considers how a President Biden could turn the defeat of Trump into an opportunity to renew American democracy at home and to provide momentum for a democratic renewal around the world:,"Because Trump chose to make America for Americans and not force useless democracy on other countries, you hate him...see what Obama has done to a once prosperous Nigeria by forcing an imbecile on the people. The result is the worst undemocratic person …See More You mean invade more countries, have more revolutions of color, impose more sanctions, overthrow more governments, meddle in more elections, etc. All for democracy of course."
"{'author': {}, 'comments': ['Yes, we need a nuclear war with Russia. Biden will hold Russia accountable by getting rid of even more treaties than Trump!', ""We must stand up to Russia. We can't let Moscow bomb our ISIS caravans to smithereens and roll back our dirty regime-change wars ever again!""], 'id': '39db31485ebfc8fc97c951887ac3b476', 'post': ['“If this administration cannot or will not stand up to Russia, other democratic institutions, including Congress and civil society organizations, must mobilize,” Joe Biden and Michael Carpenter wrote in our January/February 2018 issue.']}","“If this administration cannot or will not stand up to Russia, other democratic institutions, including Congress and civil society organizations, must mobilize,” Joe Biden and Michael Carpenter wrote in our January/February 2018 issue.","Yes, we need a nuclear war with Russia. Biden will hold Russia accountable by getting rid of even more treaties than Trump! We must stand up to Russia. We can't let Moscow bomb our ISIS caravans to smithereens and roll back our dirty regime-change wars ever again!"
"{'author': {}, 'comments': ['With a president like this who needs terrorists?'], 'id': 'cec963a36620c788676d7c349b600ef9', 'post': ['Americans should think twice before undoing the past two decades of counterterrorism policy, because the terrorist threat is “more diverse and diffuse than ever,” argues the former acting director of the National Counterterrorism Center.  https://trib.al/CsVfbVq']}","Americans should think twice before undoing the past two decades of counterterrorism policy, because the terrorist threat is “more diverse and diffuse than ever,” argues the former acting director of the National Counterterrorism Center.  https://trib.al/CsVfbVq",With a president like this who needs terrorists?
"{'author': {}, 'comments': ['We have to collaborate unlike never before to deal with climate change.We have to see more maturity from all corners.', ""Corrections? Seriously? He has singlehandedly destroyed US foreign policy and isolated the US, not only from the world but from its closest allies. In a world that is getting smaller and smaller, the US can't afford to not be part of it.""], 'id': '0490d96f0f989ed2671c736b2643a8b1', 'post': ['Competition is and will remain a core feature of the international environment, and interdependence does not obviate that, Nadia Schadlow writes. No matter who is elected president in November, returning to old foreign policy assumptions is not an option.']}","Competition is and will remain a core feature of the international environment, and interdependence does not obviate that, Nadia Schadlow writes. No matter who is elected president in November, returning to old foreign policy assumptions is not an option.","We have to collaborate unlike never before to deal with climate change.We have to see more maturity from all corners. Corrections? Seriously? He has singlehandedly destroyed US foreign policy and isolated the US, not only from the world but from its closest allies. In a world that is getting smaller and smaller, the US can't afford to not be part of it."
"{'author': {}, 'comments': ['According to this, the Chinese will not be able to catch up to the US and other countries in semiconductor processing. I would ask people to recall the early 50s when the Soviet Union was supposed to not be able to catch up to the US in nuclear weapons technology. Any technological lead can and will be overcome'], 'id': '5d9d5bf1ac0c2d50fc01433eb139b6ab', 'post': ['The United States and China each invest billions every year in growing their AI industries. Read Ben Buchanan on how the United States and its allies can maintain their technological edge:']}",The United States and China each invest billions every year in growing their AI industries. Read Ben Buchanan on how the United States and its allies can maintain their technological edge:,"According to this, the Chinese will not be able to catch up to the US and other countries in semiconductor processing. I would ask people to recall the early 50s when the Soviet Union was supposed to not be able to catch up to the US in nuclear weapons technology. Any technological lead can and will be overcome"
"{'author': {}, 'comments': [""Here's hoping."", 'LOL funny how the ""free"" countries consider their own populations as ""racists"" that need to be re-educated, spied upon, censored, put in lockdown, have their livelihoods ruined, their currencies debased, their history pathologized, and have their nations subsumed to the dictatorship of the corporatariat. But somehow this ""Free"" Borg must continue to assimilate all other countries not under its thumb.'], 'id': '0ebbc661a6663c3895172587e7ce6799', 'post': ['The world is witnessing a crisis of governance, writes Thomas Carothers. Regardless of what kind of regime they lead, only those leaders who get serious about responsiveness and accountability will survive; those who don’t will see their grasps falter.']}","The world is witnessing a crisis of governance, writes Thomas Carothers. Regardless of what kind of regime they lead, only those leaders who get serious about responsiveness and accountability will survive; those who don’t will see their grasps falter.","Here's hoping. LOL funny how the ""free"" countries consider their own populations as ""racists"" that need to be re-educated, spied upon, censored, put in lockdown, have their livelihoods ruined, their currencies debased, their history pathologized, and have their nations subsumed to the dictatorship of the corporatariat. But somehow this ""Free"" Borg must continue to assimilate all other countries not under its thumb."
"{'author': {}, 'comments': ['Or....we don\'t. From a historical perspective, the era of ""pax America"" is coming to an end. The US was the successor of England, and now it is time to pass the mantle to a nation who is striving to improve their society and the world around them. There has been suggestions in academia that Germany will be the new \'leaders.\'', 'A severe lack of will.....we have the government we deserve.  The Chinese will make deals with the elites and merry into their families. The cycle continues.'], 'id': '9f213a023dc874e1e613a55ba608e806', 'post': ['Read Joe Biden’s essay on how to rebuild American foreign policy after Trump:']}",Read Joe Biden’s essay on how to rebuild American foreign policy after Trump:,"Or....we don't. From a historical perspective, the era of ""pax America"" is coming to an end. The US was the successor of England, and now it is time to pass the mantle to a nation who is striving to improve their society and the world around them. There has been suggestions in academia that Germany will be the new 'leaders.' A severe lack of will.....we have the government we deserve.  The Chinese will make deals with the elites and merry into their families. The cycle continues."
"{'author': {}, 'comments': ['Never ever geopolitically trust Russia! No matters who is the ruler. Russia has only one way to attempt surviving in the long-term, and it is by making the European countries its tributaries. To enrich Russia with the wealth, know-how, industry, and wo…See More', ""Devil stands on the side to see when he can devour countries like Russia who doesn't listen to him and his commands.""], 'id': '2e1d268753989d54d1ba0f5fded3fa53', 'post': ['Few nations elicit such fatalism among American policymakers and analysts as Vladimir Putin’s Russia, Victoria Nuland writes. But it is still possible to reorient U.S. Russia policy and avoid the mistakes of the past. https://trib.al/pxWGDXa']}","Few nations elicit such fatalism among American policymakers and analysts as Vladimir Putin’s Russia, Victoria Nuland writes. But it is still possible to reorient U.S. Russia policy and avoid the mistakes of the past. https://trib.al/pxWGDXa","Never ever geopolitically trust Russia! No matters who is the ruler. Russia has only one way to attempt surviving in the long-term, and it is by making the European countries its tributaries. To enrich Russia with the wealth, know-how, industry, and wo…See More Devil stands on the side to see when he can devour countries like Russia who doesn't listen to him and his commands."
"{'author': {}, 'comments': ['This is what America is about!', 'Refreshing story thanks for sharing🙂', 'We had the same type of experience on a camping trip this summer. We were at the river,and the free flowing conversation between strangers was so refreshing. A breath of fresh air. Thanks for sharing your story. 🌲🐿🐟'], 'id': '802bf89f451395d2d3f37e0d452eb669', 'post': ['SOMETIMES THE GOOD LORD JUST GIVES YOU A PERFECT DAY!  Amazing hike with my best girl today. Just short of ten miles over some ornery terrain. My girls got grit! Here’s the kicker.......There was about 25 or so of us at this lake resting, having a snack and hydrating. I recall an Asian American family (3 generations), a mixed race couple, a lesbian couple, twin brothers, 3 high school girls, two other younger couples, and my wife and I. Oh and 3 dogs. We all sat on some big r...ocks overlooking the lake. We talked amongst each other, showed photos of past adventures, laughed and enjoyed an easy and carefree environment I haven’t felt in months. Next thing the patriarch of the Asian American family busts out the Almond Roca and passes it around, insisting we all take a piece. Suddenly we’re all sharing snacks! A few younger folks jump in the water and we all clap. Not a mask in site. Happy Americans from all walks of life from young to old. You might even say we all showed up there at the same time and maybe it wasn’t a coincidence. Feeling thankful... See More']}","SOMETIMES THE GOOD LORD JUST GIVES YOU A PERFECT DAY!  Amazing hike with my best girl today. Just short of ten miles over some ornery terrain. My girls got grit! Here’s the kicker.......There was about 25 or so of us at this lake resting, having a snack and hydrating. I recall an Asian American family (3 generations), a mixed race couple, a lesbian couple, twin brothers, 3 high school girls, two other younger couples, and my wife and I. Oh and 3 dogs. We all sat on some big r...ocks overlooking the lake. We talked amongst each other, showed photos of past adventures, laughed and enjoyed an easy and carefree environment I haven’t felt in months. Next thing the patriarch of the Asian American family busts out the Almond Roca and passes it around, insisting we all take a piece. Suddenly we’re all sharing snacks! A few younger folks jump in the water and we all clap. Not a mask in site. Happy Americans from all walks of life from young to old. You might even say we all showed up there at the same time and maybe it wasn’t a coincidence. Feeling thankful... See More","This is what America is about! Refreshing story thanks for sharing🙂 We had the same type of experience on a camping trip this summer. We were at the river,and the free flowing conversation between strangers was so refreshing. A breath of fresh air. Thanks for sharing your story. 🌲🐿🐟"
"{'author': {}, 'comments': ['👿👿👿👿👿👿👹👹👹👹', 'MS 13 didnt respond to my invite to live next door', 'Illuminati', 'JOE BIDEN LIVES IN THE BASEMENT!'], 'id': '5e557c9e9e969545e9decda316c78b29', 'post': ['RNC Night 1: Sen. Tim Scott, Donald Trump Jr. and former Ambassador Nikki Haley will speak on the first night of the Republican National Convention. Watch the speeches live.']}","RNC Night 1: Sen. Tim Scott, Donald Trump Jr. and former Ambassador Nikki Haley will speak on the first night of the Republican National Convention. Watch the speeches live.",👿👿👿👿👿👿👹👹👹👹 MS 13 didnt respond to my invite to live next door Illuminati JOE BIDEN LIVES IN THE BASEMENT!
"{'author': {}, 'comments': ['A Divine Plan of Mercy 🙏✝️ from our Loving GOD.BLESS our  POTUS DONALD J. TRUMP with Divine 🙌Wisdom. Bless & Protect our Leaders, Pastors & Prophets Throughout the World during these times of Testing and Trials. A…See More', 'V14-after I looked things over I stood up and said to the nobles, the officials, and the rest of the people,”Don’t be afraid of them. Remember the Lord who is great and awesome and fight for your families, your son’s and your daughters, your wives and your homes”!'], 'id': 'b7143149bbb262e80caf2964121f8fe5', 'post': ['LET IT BE']}",LET IT BE,"A Divine Plan of Mercy 🙏✝️ from our Loving GOD.BLESS our  POTUS DONALD J. TRUMP with Divine 🙌Wisdom. Bless & Protect our Leaders, Pastors & Prophets Throughout the World during these times of Testing and Trials. A…See More V14-after I looked things over I stood up and said to the nobles, the officials, and the rest of the people,”Don’t be afraid of them. Remember the Lord who is great and awesome and fight for your families, your son’s and your daughters, your wives and your homes”!"
"{'author': {}, 'comments': ['The reason the church is silent is because of the 501c3', 'This interview is extremely strong! Praise God Almighty for His faithfulness and leadership!'], 'id': '774487a9cdf53536fa05b8c359111af0', 'post': ['Watch this great interview with Pastor Alan Didio and Mario talking about what is going to happen in America and will disaster strike the USA. https://youtu.be/Y5ipoAQBurE']}",Watch this great interview with Pastor Alan Didio and Mario talking about what is going to happen in America and will disaster strike the USA. https://youtu.be/Y5ipoAQBurE,The reason the church is silent is because of the 501c3 This interview is extremely strong! Praise God Almighty for His faithfulness and leadership!
